Mchi,dMchi,ct,alphaD,xsec(pb),mA,mA/m1,m1,m2,delta
66.0000,12.0000,100.0000,0.1,9.884005e-07,126.0000,2.1000,60.0000,72.0000,0.2000
66.0000,12.0000,100.0000,aEM,9.8845988e-07,126.0000,2.1000,60.0000,72.0000,0.2000
66.0000,12.0000,10.0000,0.1,9.8842585e-06,126.0000,2.1000,60.0000,72.0000,0.2000
66.0000,12.0000,10.0000,aEM,9.8845988e-06,126.0000,2.1000,60.0000,72.0000,0.2000
66.0000,12.0000,1.0000,0.1,9.8845756e-05,126.0000,2.1000,60.0000,72.0000,0.2000
66.0000,12.0000,1.0000,aEM,9.8857525e-05,126.0000,2.1000,60.0000,72.0000,0.2000
44.1000,4.2000,100.0000,0.1,0.0061114335,126.0000,3.0000,42.0000,46.2000,0.1000
44.1000,4.2000,100.0000,aEM,0.0713312443,126.0000,3.0000,42.0000,46.2000,0.1000
44.1000,4.2000,10.0000,0.1,0.061119065,126.0000,3.0000,42.0000,46.2000,0.1000
44.1000,4.2000,10.0000,aEM,0.704865826,126.0000,3.0000,42.0000,46.2000,0.1000
44.1000,4.2000,1.0000,0.1,0.61137982,126.0000,3.0000,42.0000,46.2000,0.1000
44.1000,4.2000,1.0000,aEM,6.3391708,126.0000,3.0000,42.0000,46.2000,0.1000
46.2000,8.4000,100.0000,0.1,0.0001663581063,126.0000,3.0000,42.0000,50.4000,0.2000
46.2000,8.4000,100.0000,aEM,0.0022028305119,126.0000,3.0000,42.0000,50.4000,0.2000
46.2000,8.4000,10.0000,0.1,0.001663604665,126.0000,3.0000,42.0000,50.4000,0.2000
46.2000,8.4000,10.0000,aEM,0.022018964102,126.0000,3.0000,42.0000,50.4000,0.2000
46.2000,8.4000,1.0000,0.1,0.01661817924,126.0000,3.0000,42.0000,50.4000,0.2000
46.2000,8.4000,1.0000,aEM,0.21935012462,126.0000,3.0000,42.0000,50.4000,0.2000
64.0500,6.1000,100.0000,0.1,0.750250079074,128.1000,2.1000,61.0000,67.1000,0.1000
64.0500,6.1000,100.0000,aEM,0.0547500591094,128.1000,2.1000,61.0000,67.1000,0.1000
64.0500,6.1000,10.0000,0.1,0.750269990982,128.1000,2.1000,61.0000,67.1000,0.1000
64.0500,6.1000,10.0000,aEM,0.1228750186,128.1000,2.1000,61.0000,67.1000,0.1000
64.0500,6.1000,1.0000,0.1,1.4398284645,128.1000,2.1000,61.0000,67.1000,0.1000
64.0500,6.1000,1.0000,aEM,0.38552538519,128.1000,2.1000,61.0000,67.1000,0.1000
67.1000,12.2000,100.0000,0.1,9.2545462e-07,128.1000,2.1000,61.0000,73.2000,0.2000
67.1000,12.2000,100.0000,aEM,9.2540384e-07,128.1000,2.1000,61.0000,73.2000,0.2000
67.1000,12.2000,10.0000,0.1,9.2540847e-06,128.1000,2.1000,61.0000,73.2000,0.2000
67.1000,12.2000,10.0000,aEM,9.2540848e-06,128.1000,2.1000,61.0000,73.2000,0.2000
67.1000,12.2000,1.0000,0.1,9.2541948e-05,128.1000,2.1000,61.0000,73.2000,0.2000
67.1000,12.2000,1.0000,aEM,9.2552721e-05,128.1000,2.1000,61.0000,73.2000,0.2000
45.1500,4.3000,100.0000,0.1,0.0049571941,129.0000,3.0000,43.0000,47.3000,0.1000
45.1500,4.3000,100.0000,aEM,0.0621095506,129.0000,3.0000,43.0000,47.3000,0.1000
45.1500,4.3000,10.0000,0.1,0.049574245,129.0000,3.0000,43.0000,47.3000,0.1000
45.1500,4.3000,10.0000,aEM,0.615247745,129.0000,3.0000,43.0000,47.3000,0.1000
45.1500,4.3000,1.0000,0.1,0.49663425,129.0000,3.0000,43.0000,47.3000,0.1000
45.1500,4.3000,1.0000,aEM,5.56837884,129.0000,3.0000,43.0000,47.3000,0.1000
47.3000,8.6000,100.0000,0.1,0.0001422869002,129.0000,3.0000,43.0000,51.6000,0.2000
47.3000,8.6000,100.0000,aEM,0.001929383665,129.0000,3.0000,43.0000,51.6000,0.2000
47.3000,8.6000,10.0000,0.1,0.001422845458,129.0000,3.0000,43.0000,51.6000,0.2000
47.3000,8.6000,10.0000,aEM,0.019292634087,129.0000,3.0000,43.0000,51.6000,0.2000
47.3000,8.6000,1.0000,0.1,0.01422928771,129.0000,3.0000,43.0000,51.6000,0.2000
47.3000,8.6000,1.0000,aEM,0.19240313368,129.0000,3.0000,43.0000,51.6000,0.2000
4.2000,0.4000,100.0000,0.1,0.118152456,12.0000,3.0000,4.0000,4.4000,0.1000
4.2000,0.4000,100.0000,aEM,1.256665156,12.0000,3.0000,4.0000,4.4000,0.1000
4.2000,0.4000,10.0000,0.1,1.18245429,12.0000,3.0000,4.0000,4.4000,0.1000
4.2000,0.4000,10.0000,aEM,11.95968386,12.0000,3.0000,4.0000,4.4000,0.1000
4.2000,0.4000,1.0000,0.1,11.9040232,12.0000,3.0000,4.0000,4.4000,0.1000
4.2000,0.4000,1.0000,aEM,83.9937081,12.0000,3.0000,4.0000,4.4000,0.1000
4.4000,0.8000,100.0000,0.1,0.0036913442,12.0000,3.0000,4.0000,4.8000,0.2000
4.4000,0.8000,100.0000,aEM,0.0395490558,12.0000,3.0000,4.0000,4.8000,0.2000
4.4000,0.8000,10.0000,0.1,0.036913814,12.0000,3.0000,4.0000,4.8000,0.2000
4.4000,0.8000,10.0000,aEM,0.394810162,12.0000,3.0000,4.0000,4.8000,0.2000
4.4000,0.8000,1.0000,0.1,0.36924386,12.0000,3.0000,4.0000,4.8000,0.2000
4.4000,0.8000,1.0000,aEM,3.88026835,12.0000,3.0000,4.0000,4.8000,0.2000
65.1000,6.2000,100.0000,0.1,0.729938167099,130.2000,2.1000,62.0000,68.2000,0.1000
65.1000,6.2000,100.0000,aEM,0.0532675771633,130.2000,2.1000,62.0000,68.2000,0.1000
65.1000,6.2000,10.0000,0.1,0.72995517132,130.2000,2.1000,62.0000,68.2000,0.1000
65.1000,6.2000,10.0000,aEM,0.115928947458,130.2000,2.1000,62.0000,68.2000,0.1000
65.1000,6.2000,1.0000,0.1,1.35819945732,130.2000,2.1000,62.0000,68.2000,0.1000
65.1000,6.2000,1.0000,aEM,0.36382794609,130.2000,2.1000,62.0000,68.2000,0.1000
68.2000,12.4000,100.0000,0.1,8.739881e-07,130.2000,2.1000,62.0000,74.4000,0.2000
68.2000,12.4000,100.0000,aEM,8.7400692e-07,130.2000,2.1000,62.0000,74.4000,0.2000
68.2000,12.4000,10.0000,0.1,8.7403345e-06,130.2000,2.1000,62.0000,74.4000,0.2000
68.2000,12.4000,10.0000,aEM,8.7403355e-06,130.2000,2.1000,62.0000,74.4000,0.2000
68.2000,12.4000,1.0000,0.1,8.7402144e-05,130.2000,2.1000,62.0000,74.4000,0.2000
68.2000,12.4000,1.0000,aEM,8.7411666e-05,130.2000,2.1000,62.0000,74.4000,0.2000
66.1500,6.3000,100.0000,0.1,0.708097125926,132.3000,2.1000,63.0000,69.3000,0.1000
66.1500,6.3000,100.0000,aEM,0.0516719259689,132.3000,2.1000,63.0000,69.3000,0.1000
66.1500,6.3000,10.0000,0.1,0.708081059468,132.3000,2.1000,63.0000,69.3000,0.1000
66.1500,6.3000,10.0000,aEM,0.109457444536,132.3000,2.1000,63.0000,69.3000,0.1000
66.1500,6.3000,1.0000,0.1,1.28177743132,132.3000,2.1000,63.0000,69.3000,0.1000
66.1500,6.3000,1.0000,aEM,0.34495670301,132.3000,2.1000,63.0000,69.3000,0.1000
69.3000,12.6000,100.0000,0.1,8.1766905e-07,132.3000,2.1000,63.0000,75.6000,0.2000
69.3000,12.6000,100.0000,aEM,8.176215e-07,132.3000,2.1000,63.0000,75.6000,0.2000
69.3000,12.6000,10.0000,0.1,8.1760929e-06,132.3000,2.1000,63.0000,75.6000,0.2000
69.3000,12.6000,10.0000,aEM,8.176248e-06,132.3000,2.1000,63.0000,75.6000,0.2000
69.3000,12.6000,1.0000,0.1,8.176248e-05,132.3000,2.1000,63.0000,75.6000,0.2000
69.3000,12.6000,1.0000,aEM,8.177187e-05,132.3000,2.1000,63.0000,75.6000,0.2000
46.2000,4.4000,100.0000,0.1,0.00411480267,132.0000,3.0000,44.0000,48.4000,0.1000
46.2000,4.4000,100.0000,aEM,0.05481644277,132.0000,3.0000,44.0000,48.4000,0.1000
46.2000,4.4000,10.0000,0.1,0.0411928885,132.0000,3.0000,44.0000,48.4000,0.1000
46.2000,4.4000,10.0000,aEM,0.5427793289,132.0000,3.0000,44.0000,48.4000,0.1000
46.2000,4.4000,1.0000,0.1,0.411939247,132.0000,3.0000,44.0000,48.4000,0.1000
46.2000,4.4000,1.0000,aEM,4.94321032,132.0000,3.0000,44.0000,48.4000,0.1000
48.4000,8.8000,100.0000,0.1,0.0001244929578,132.0000,3.0000,44.0000,52.8000,0.2000
48.4000,8.8000,100.0000,aEM,0.0017103736099,132.0000,3.0000,44.0000,52.8000,0.2000
48.4000,8.8000,10.0000,0.1,0.001244919435,132.0000,3.0000,44.0000,52.8000,0.2000
48.4000,8.8000,10.0000,aEM,0.01709884432,132.0000,3.0000,44.0000,52.8000,0.2000
48.4000,8.8000,1.0000,0.1,0.01244921314,132.0000,3.0000,44.0000,52.8000,0.2000
48.4000,8.8000,1.0000,aEM,0.17034769911,132.0000,3.0000,44.0000,52.8000,0.2000
67.2000,6.4000,100.0000,0.1,0.693031096589,134.4000,2.1000,64.0000,70.4000,0.1000
67.2000,6.4000,100.0000,aEM,0.0505744466309,134.4000,2.1000,64.0000,70.4000,0.1000
67.2000,6.4000,10.0000,0.1,0.693041966197,134.4000,2.1000,64.0000,70.4000,0.1000
67.2000,6.4000,10.0000,aEM,0.104304300297,134.4000,2.1000,64.0000,70.4000,0.1000
67.2000,6.4000,1.0000,0.1,1.22179279005,134.4000,2.1000,64.0000,70.4000,0.1000
67.2000,6.4000,1.0000,aEM,0.32768858562,134.4000,2.1000,64.0000,70.4000,0.1000
70.4000,12.8000,100.0000,0.1,7.6953381e-07,134.4000,2.1000,64.0000,76.8000,0.2000
70.4000,12.8000,100.0000,aEM,7.6953381e-07,134.4000,2.1000,64.0000,76.8000,0.2000
70.4000,12.8000,10.0000,0.1,7.6928932e-06,134.4000,2.1000,64.0000,76.8000,0.2000
70.4000,12.8000,10.0000,aEM,7.6928931e-06,134.4000,2.1000,64.0000,76.8000,0.2000
70.4000,12.8000,1.0000,0.1,7.6927511e-05,134.4000,2.1000,64.0000,76.8000,0.2000
70.4000,12.8000,1.0000,aEM,7.693667e-05,134.4000,2.1000,64.0000,76.8000,0.2000
47.2500,4.5000,100.0000,0.1,0.0036100339,135.0000,3.0000,45.0000,49.5000,0.1000
47.2500,4.5000,100.0000,aEM,0.04915549094,135.0000,3.0000,45.0000,49.5000,0.1000
47.2500,4.5000,10.0000,0.1,0.0360693783,135.0000,3.0000,45.0000,49.5000,0.1000
47.2500,4.5000,10.0000,aEM,0.4870057242,135.0000,3.0000,45.0000,49.5000,0.1000
47.2500,4.5000,1.0000,0.1,0.361038464,135.0000,3.0000,45.0000,49.5000,0.1000
47.2500,4.5000,1.0000,aEM,4.460308684,135.0000,3.0000,45.0000,49.5000,0.1000
49.5000,9.0000,100.0000,0.1,0.0001108025125,135.0000,3.0000,45.0000,54.0000,0.2000
49.5000,9.0000,100.0000,aEM,0.0015369910591,135.0000,3.0000,45.0000,54.0000,0.2000
49.5000,9.0000,10.0000,0.1,0.00110804791,135.0000,3.0000,45.0000,54.0000,0.2000
49.5000,9.0000,10.0000,aEM,0.015363022774,135.0000,3.0000,45.0000,54.0000,0.2000
49.5000,9.0000,1.0000,0.1,0.01108018527,135.0000,3.0000,45.0000,54.0000,0.2000
49.5000,9.0000,1.0000,aEM,0.153171266,135.0000,3.0000,45.0000,54.0000,0.2000
68.2500,6.5000,100.0000,0.1,0.679195926896,136.5000,2.1000,65.0000,71.5000,0.1000
68.2500,6.5000,100.0000,aEM,0.0495644369273,136.5000,2.1000,65.0000,71.5000,0.1000
68.2500,6.5000,10.0000,0.1,0.679218169273,136.5000,2.1000,65.0000,71.5000,0.1000
68.2500,6.5000,10.0000,aEM,0.099690772816,136.5000,2.1000,65.0000,71.5000,0.1000
68.2500,6.5000,1.0000,0.1,1.16733681536,136.5000,2.1000,65.0000,71.5000,0.1000
68.2500,6.5000,1.0000,aEM,0.31288040876,136.5000,2.1000,65.0000,71.5000,0.1000
71.5000,13.0000,100.0000,0.1,7.2368184e-07,136.5000,2.1000,65.0000,78.0000,0.2000
71.5000,13.0000,100.0000,aEM,7.2366322e-07,136.5000,2.1000,65.0000,78.0000,0.2000
71.5000,13.0000,10.0000,0.1,7.2366332e-06,136.5000,2.1000,65.0000,78.0000,0.2000
71.5000,13.0000,10.0000,aEM,7.2366332e-06,136.5000,2.1000,65.0000,78.0000,0.2000
71.5000,13.0000,1.0000,0.1,7.2366432e-05,136.5000,2.1000,65.0000,78.0000,0.2000
71.5000,13.0000,1.0000,aEM,7.237315e-05,136.5000,2.1000,65.0000,78.0000,0.2000
69.3000,6.6000,100.0000,0.1,0.658937779703,138.6000,2.1000,66.0000,72.6000,0.1000
69.3000,6.6000,100.0000,aEM,0.0480866597446,138.6000,2.1000,66.0000,72.6000,0.1000
69.3000,6.6000,10.0000,0.1,0.658957797145,138.6000,2.1000,66.0000,72.6000,0.1000
69.3000,6.6000,10.0000,aEM,0.094610000143,138.6000,2.1000,66.0000,72.6000,0.1000
69.3000,6.6000,1.0000,0.1,1.10792379285,138.6000,2.1000,66.0000,72.6000,0.1000
69.3000,6.6000,1.0000,aEM,0.29996164717,138.6000,2.1000,66.0000,72.6000,0.1000
72.6000,13.2000,100.0000,0.1,6.815743e-07,138.6000,2.1000,66.0000,79.2000,0.2000
72.6000,13.2000,100.0000,aEM,6.8160713e-07,138.6000,2.1000,66.0000,79.2000,0.2000
72.6000,13.2000,10.0000,0.1,6.8161934e-06,138.6000,2.1000,66.0000,79.2000,0.2000
72.6000,13.2000,10.0000,aEM,6.8161934e-06,138.6000,2.1000,66.0000,79.2000,0.2000
72.6000,13.2000,1.0000,0.1,6.8162044e-05,138.6000,2.1000,66.0000,79.2000,0.2000
72.6000,13.2000,1.0000,aEM,6.8169429e-05,138.6000,2.1000,66.0000,79.2000,0.2000
48.3000,4.6000,100.0000,0.1,0.003218388807,138.0000,3.0000,46.0000,50.6000,0.1000
48.3000,4.6000,100.0000,aEM,0.044012183139,138.0000,3.0000,46.0000,50.6000,0.1000
48.3000,4.6000,10.0000,0.1,0.03219759585,138.0000,3.0000,46.0000,50.6000,0.1000
48.3000,4.6000,10.0000,aEM,0.43634636775,138.0000,3.0000,46.0000,50.6000,0.1000
48.3000,4.6000,1.0000,0.1,0.3211911773,138.0000,3.0000,46.0000,50.6000,0.1000
48.3000,4.6000,1.0000,aEM,4.029053435,138.0000,3.0000,46.0000,50.6000,0.1000
50.6000,9.2000,100.0000,0.1,9.938893056e-05,138.0000,3.0000,46.0000,55.2000,0.2000
50.6000,9.2000,100.0000,aEM,0.00137501352396,138.0000,3.0000,46.0000,55.2000,0.2000
50.6000,9.2000,10.0000,0.1,0.0009938891956,138.0000,3.0000,46.0000,55.2000,0.2000
50.6000,9.2000,10.0000,aEM,0.0137471229469,138.0000,3.0000,46.0000,55.2000,0.2000
50.6000,9.2000,1.0000,0.1,0.009938885658,138.0000,3.0000,46.0000,55.2000,0.2000
50.6000,9.2000,1.0000,aEM,0.137147816639,138.0000,3.0000,46.0000,55.2000,0.2000
7.3500,0.7000,100.0000,0.1,2.7918092761,14.7000,2.1000,7.0000,7.7000,0.1000
7.3500,0.7000,100.0000,aEM,0.3011585,14.7000,2.1000,7.0000,7.7000,0.1000
7.3500,0.7000,10.0000,0.1,3.518934826,14.7000,2.1000,7.0000,7.7000,0.1000
7.3500,0.7000,10.0000,aEM,0.977407793,14.7000,2.1000,7.0000,7.7000,0.1000
7.3500,0.7000,1.0000,0.1,11.39281278,14.7000,2.1000,7.0000,7.7000,0.1000
7.3500,0.7000,1.0000,aEM,3.42753705,14.7000,2.1000,7.0000,7.7000,0.1000
7.7000,1.4000,100.0000,0.1,0.00014885982,14.7000,2.1000,7.0000,8.4000,0.2000
7.7000,1.4000,100.0000,aEM,0.00014885751,14.7000,2.1000,7.0000,8.4000,0.2000
7.7000,1.4000,10.0000,0.1,0.0014885751,14.7000,2.1000,7.0000,8.4000,0.2000
7.7000,1.4000,10.0000,aEM,0.0014886908,14.7000,2.1000,7.0000,8.4000,0.2000
7.7000,1.4000,1.0000,0.1,0.014886534,14.7000,2.1000,7.0000,8.4000,0.2000
7.7000,1.4000,1.0000,aEM,0.014898554,14.7000,2.1000,7.0000,8.4000,0.2000
70.3500,6.7000,100.0000,0.1,0.643558163498,140.7000,2.1000,67.0000,73.7000,0.1000
70.3500,6.7000,100.0000,aEM,0.0469640635098,140.7000,2.1000,67.0000,73.7000,0.1000
70.3500,6.7000,10.0000,0.1,0.643565035097,140.7000,2.1000,67.0000,73.7000,0.1000
70.3500,6.7000,10.0000,aEM,0.090474747464,140.7000,2.1000,67.0000,73.7000,0.1000
70.3500,6.7000,1.0000,0.1,1.05884106816,140.7000,2.1000,67.0000,73.7000,0.1000
70.3500,6.7000,1.0000,aEM,0.284638304,140.7000,2.1000,67.0000,73.7000,0.1000
73.7000,13.4000,100.0000,0.1,6.45762284e-07,140.7000,2.1000,67.0000,80.4000,0.2000
73.7000,13.4000,100.0000,aEM,6.45777596e-07,140.7000,2.1000,67.0000,80.4000,0.2000
73.7000,13.4000,10.0000,0.1,6.45777606e-06,140.7000,2.1000,67.0000,80.4000,0.2000
73.7000,13.4000,10.0000,aEM,6.45788717e-06,140.7000,2.1000,67.0000,80.4000,0.2000
73.7000,13.4000,1.0000,0.1,6.45789718e-05,140.7000,2.1000,67.0000,80.4000,0.2000
73.7000,13.4000,1.0000,aEM,6.45852447e-05,140.7000,2.1000,67.0000,80.4000,0.2000
49.3500,4.7000,100.0000,0.1,0.002904967041,141.0000,3.0000,47.0000,51.7000,0.1000
49.3500,4.7000,100.0000,aEM,0.040114712661,141.0000,3.0000,47.0000,51.7000,0.1000
49.3500,4.7000,10.0000,0.1,0.02907340658,141.0000,3.0000,47.0000,51.7000,0.1000
49.3500,4.7000,10.0000,aEM,0.39825728229,141.0000,3.0000,47.0000,51.7000,0.1000
49.3500,4.7000,1.0000,0.1,0.2911896299,141.0000,3.0000,47.0000,51.7000,0.1000
49.3500,4.7000,1.0000,aEM,3.6926447141,141.0000,3.0000,47.0000,51.7000,0.1000
51.7000,9.4000,100.0000,0.1,9.03759877e-05,141.0000,3.0000,47.0000,56.4000,0.2000
51.7000,9.4000,100.0000,aEM,0.0012539744934,141.0000,3.0000,47.0000,56.4000,0.2000
51.7000,9.4000,10.0000,0.1,0.000903747766,141.0000,3.0000,47.0000,56.4000,0.2000
51.7000,9.4000,10.0000,aEM,0.012539148357,141.0000,3.0000,47.0000,56.4000,0.2000
51.7000,9.4000,1.0000,0.1,0.00903750289,141.0000,3.0000,47.0000,56.4000,0.2000
51.7000,9.4000,1.0000,aEM,0.12501460771,141.0000,3.0000,47.0000,56.4000,0.2000
71.4000,6.8000,100.0000,0.1,0.627473569492,142.8000,2.1000,68.0000,74.8000,0.1000
71.4000,6.8000,100.0000,aEM,0.045789549512,142.8000,2.1000,68.0000,74.8000,0.1000
71.4000,6.8000,10.0000,0.1,0.627480594989,142.8000,2.1000,68.0000,74.8000,0.1000
71.4000,6.8000,10.0000,aEM,0.086493627136,142.8000,2.1000,68.0000,74.8000,0.1000
71.4000,6.8000,1.0000,0.1,1.01292916522,142.8000,2.1000,68.0000,74.8000,0.1000
71.4000,6.8000,1.0000,aEM,0.27241730988,142.8000,2.1000,68.0000,74.8000,0.1000
74.8000,13.6000,100.0000,0.1,6.1384077e-07,142.8000,2.1000,68.0000,81.6000,0.2000
74.8000,13.6000,100.0000,aEM,6.13833145e-07,142.8000,2.1000,68.0000,81.6000,0.2000
74.8000,13.6000,10.0000,0.1,6.13814711e-06,142.8000,2.1000,68.0000,81.6000,0.2000
74.8000,13.6000,10.0000,aEM,6.13834147e-06,142.8000,2.1000,68.0000,81.6000,0.2000
74.8000,13.6000,1.0000,0.1,6.13832035e-05,142.8000,2.1000,68.0000,81.6000,0.2000
74.8000,13.6000,1.0000,aEM,6.13892563e-05,142.8000,2.1000,68.0000,81.6000,0.2000
72.4500,6.9000,100.0000,0.1,0.613692173585,144.9000,2.1000,69.0000,75.9000,0.1000
72.4500,6.9000,100.0000,aEM,0.0447849936037,144.9000,2.1000,69.0000,75.9000,0.1000
72.4500,6.9000,10.0000,0.1,0.613718536016,144.9000,2.1000,69.0000,75.9000,0.1000
72.4500,6.9000,10.0000,aEM,0.082996497816,144.9000,2.1000,69.0000,75.9000,0.1000
72.4500,6.9000,1.0000,0.1,0.97165407234,144.9000,2.1000,69.0000,75.9000,0.1000
72.4500,6.9000,1.0000,aEM,0.26106606392,144.9000,2.1000,69.0000,75.9000,0.1000
75.9000,13.8000,100.0000,0.1,5.80824753e-07,144.9000,2.1000,69.0000,82.8000,0.2000
75.9000,13.8000,100.0000,aEM,5.80823441e-07,144.9000,2.1000,69.0000,82.8000,0.2000
75.9000,13.8000,10.0000,0.1,5.80823441e-06,144.9000,2.1000,69.0000,82.8000,0.2000
75.9000,13.8000,10.0000,aEM,5.80837854e-06,144.9000,2.1000,69.0000,82.8000,0.2000
75.9000,13.8000,1.0000,0.1,5.80837854e-05,144.9000,2.1000,69.0000,82.8000,0.2000
75.9000,13.8000,1.0000,aEM,5.80886959e-05,144.9000,2.1000,69.0000,82.8000,0.2000
50.4000,4.8000,100.0000,0.1,0.0026429286291,144.0000,3.0000,48.0000,52.8000,0.1000
50.4000,4.8000,100.0000,aEM,0.0366360658046,144.0000,3.0000,48.0000,52.8000,0.1000
50.4000,4.8000,10.0000,0.1,0.02641828682,144.0000,3.0000,48.0000,52.8000,0.1000
50.4000,4.8000,10.0000,aEM,0.363857241913,144.0000,3.0000,48.0000,52.8000,0.1000
50.4000,4.8000,1.0000,0.1,0.26413367541,144.0000,3.0000,48.0000,52.8000,0.1000
50.4000,4.8000,1.0000,aEM,3.38041540846,144.0000,3.0000,48.0000,52.8000,0.1000
52.8000,9.6000,100.0000,0.1,8.21565752e-05,144.0000,3.0000,48.0000,57.6000,0.2000
52.8000,9.6000,100.0000,aEM,0.001143658503,144.0000,3.0000,48.0000,57.6000,0.2000
52.8000,9.6000,10.0000,0.1,0.000821591784,144.0000,3.0000,48.0000,57.6000,0.2000
52.8000,9.6000,10.0000,aEM,0.011435939433,144.0000,3.0000,48.0000,57.6000,0.2000
52.8000,9.6000,1.0000,0.1,0.00821593164,144.0000,3.0000,48.0000,57.6000,0.2000
52.8000,9.6000,1.0000,aEM,0.11419938137,144.0000,3.0000,48.0000,57.6000,0.2000
73.5000,7.0000,100.0000,0.1,0.601206401565,147.0000,2.1000,70.0000,77.0000,0.1000
73.5000,7.0000,100.0000,aEM,0.0438724815713,147.0000,2.1000,70.0000,77.0000,0.1000
73.5000,7.0000,10.0000,0.1,0.601212915682,147.0000,2.1000,70.0000,77.0000,0.1000
73.5000,7.0000,10.0000,aEM,0.079870437246,147.0000,2.1000,70.0000,77.0000,0.1000
73.5000,7.0000,1.0000,0.1,0.93531986825,147.0000,2.1000,70.0000,77.0000,0.1000
73.5000,7.0000,1.0000,aEM,0.25096971994,147.0000,2.1000,70.0000,77.0000,0.1000
77.0000,14.0000,100.0000,0.1,5.53252955e-07,147.0000,2.1000,70.0000,84.0000,0.2000
77.0000,14.0000,100.0000,aEM,5.53247744e-07,147.0000,2.1000,70.0000,84.0000,0.2000
77.0000,14.0000,10.0000,0.1,5.53263166e-06,147.0000,2.1000,70.0000,84.0000,0.2000
77.0000,14.0000,10.0000,aEM,5.53249845e-06,147.0000,2.1000,70.0000,84.0000,0.2000
77.0000,14.0000,1.0000,0.1,5.53248845e-05,147.0000,2.1000,70.0000,84.0000,0.2000
77.0000,14.0000,1.0000,aEM,5.53307538e-05,147.0000,2.1000,70.0000,84.0000,0.2000
51.4500,4.9000,100.0000,0.1,0.00241644662126,147.0000,3.0000,49.0000,53.9000,0.1000
51.4500,4.9000,100.0000,aEM,0.0336484016655,147.0000,3.0000,49.0000,53.9000,0.1000
51.4500,4.9000,10.0000,0.1,0.0241625813479,147.0000,3.0000,49.0000,53.9000,0.1000
51.4500,4.9000,10.0000,aEM,0.333853612313,147.0000,3.0000,49.0000,53.9000,0.1000
51.4500,4.9000,1.0000,0.1,0.241859923812,147.0000,3.0000,49.0000,53.9000,0.1000
51.4500,4.9000,1.0000,aEM,3.11958412183,147.0000,3.0000,49.0000,53.9000,0.1000
53.9000,9.8000,100.0000,0.1,7.50852002e-05,147.0000,3.0000,49.0000,58.8000,0.2000
53.9000,9.8000,100.0000,aEM,0.0010512454059,147.0000,3.0000,49.0000,58.8000,0.2000
53.9000,9.8000,10.0000,0.1,0.00075083779,147.0000,3.0000,49.0000,58.8000,0.2000
53.9000,9.8000,10.0000,aEM,0.010509241225,147.0000,3.0000,49.0000,58.8000,0.2000
53.9000,9.8000,1.0000,0.1,0.00750839146,147.0000,3.0000,49.0000,58.8000,0.2000
53.9000,9.8000,1.0000,aEM,0.10487908954,147.0000,3.0000,49.0000,58.8000,0.2000
74.5500,7.1000,100.0000,0.1,0.586807035754,149.1000,2.1000,71.0000,78.1000,0.1000
74.5500,7.1000,100.0000,aEM,0.0428214257706,149.1000,2.1000,71.0000,78.1000,0.1000
74.5500,7.1000,10.0000,0.1,0.586811957685,149.1000,2.1000,71.0000,78.1000,0.1000
74.5500,7.1000,10.0000,aEM,0.076609138944,149.1000,2.1000,71.0000,78.1000,0.1000
74.5500,7.1000,1.0000,0.1,0.89664238555,149.1000,2.1000,71.0000,78.1000,0.1000
74.5500,7.1000,1.0000,aEM,0.24175649288,149.1000,2.1000,71.0000,78.1000,0.1000
78.1000,14.2000,100.0000,0.1,5.26202376e-07,149.1000,2.1000,71.0000,85.2000,0.2000
78.1000,14.2000,100.0000,aEM,5.26227622e-07,149.1000,2.1000,71.0000,85.2000,0.2000
78.1000,14.2000,10.0000,0.1,5.26226622e-06,149.1000,2.1000,71.0000,85.2000,0.2000
78.1000,14.2000,10.0000,aEM,5.26225622e-06,149.1000,2.1000,71.0000,85.2000,0.2000
78.1000,14.2000,1.0000,0.1,5.26228923e-05,149.1000,2.1000,71.0000,85.2000,0.2000
78.1000,14.2000,1.0000,aEM,5.26282194e-05,149.1000,2.1000,71.0000,85.2000,0.2000
52.5000,5.0000,100.0000,0.1,0.002232450798,150.0000,3.0000,50.0000,55.0000,0.1000
52.5000,5.0000,100.0000,aEM,0.031152733342,150.0000,3.0000,50.0000,55.0000,0.1000
52.5000,5.0000,10.0000,0.1,0.02232128821,150.0000,3.0000,50.0000,55.0000,0.1000
52.5000,5.0000,10.0000,aEM,0.30967832616,150.0000,3.0000,50.0000,55.0000,0.1000
52.5000,5.0000,1.0000,0.1,0.2232592306,150.0000,3.0000,50.0000,55.0000,0.1000
52.5000,5.0000,1.0000,aEM,2.8942410561,150.0000,3.0000,50.0000,55.0000,0.1000
55.0000,10.0000,100.0000,0.1,6.93450991e-05,150.0000,3.0000,50.0000,60.0000,0.2000
55.0000,10.0000,100.0000,aEM,0.000973702779,150.0000,3.0000,50.0000,60.0000,0.2000
55.0000,10.0000,10.0000,0.1,0.000693452001,150.0000,3.0000,50.0000,60.0000,0.2000
55.0000,10.0000,10.0000,aEM,0.009735678006,150.0000,3.0000,50.0000,60.0000,0.2000
55.0000,10.0000,1.0000,0.1,0.00693453185,150.0000,3.0000,50.0000,60.0000,0.2000
55.0000,10.0000,1.0000,aEM,0.09718122089,150.0000,3.0000,50.0000,60.0000,0.2000
