Mchi,dMchi,ct,alphaD,xsec(pb),mA,mA/m1,m1,m2,delta
10.5000,1.0000,10.0000,aEM,0.80128532,21.0000,2.1000,10.0000,11.0000,0.1000
10.5000,1.0000,1.0000,0.1,9.33188955,21.0000,2.1000,10.0000,11.0000,0.1000
10.5000,1.0000,1.0000,aEM,2.75801322,21.0000,2.1000,10.0000,11.0000,0.1000
11.0000,2.0000,100.0000,0.1,0.000106507308,21.0000,2.1000,10.0000,12.0000,0.2000
11.0000,2.0000,100.0000,aEM,0.00010650762,21.0000,2.1000,10.0000,12.0000,0.2000
11.0000,2.0000,10.0000,0.1,0.0010650762,21.0000,2.1000,10.0000,12.0000,0.2000
11.0000,2.0000,10.0000,aEM,0.0010651566,21.0000,2.1000,10.0000,12.0000,0.2000
11.0000,2.0000,1.0000,0.1,0.0106513147,21.0000,2.1000,10.0000,12.0000,0.2000
11.0000,2.0000,1.0000,aEM,0.0106572194,21.0000,2.1000,10.0000,12.0000,0.2000
105.0000,10.0000,100.0000,0.1,0.309360721041,210.0000,2.1000,100.0000,110.0000,0.1000
105.0000,10.0000,100.0000,aEM,0.0225753110411,210.0000,2.1000,100.0000,110.0000,0.1000
105.0000,10.0000,10.0000,0.1,0.309361910411,210.0000,2.1000,100.0000,110.0000,0.1000
105.0000,10.0000,10.0000,aEM,0.0304535204535,210.0000,2.1000,100.0000,110.0000,0.1000
105.0000,10.0000,1.0000,0.1,0.357507304369,210.0000,2.1000,100.0000,110.0000,0.1000
105.0000,10.0000,1.0000,aEM,0.096317118756,210.0000,2.1000,100.0000,110.0000,0.1000
110.0000,20.0000,100.0000,0.1,1.632934454e-07,210.0000,2.1000,100.0000,120.0000,0.2000
110.0000,20.0000,100.0000,aEM,1.633032821e-07,210.0000,2.1000,100.0000,120.0000,0.2000
110.0000,20.0000,10.0000,0.1,1.6330118e-06,210.0000,2.1000,100.0000,120.0000,0.2000
110.0000,20.0000,10.0000,aEM,1.633032821e-06,210.0000,2.1000,100.0000,120.0000,0.2000
110.0000,20.0000,1.0000,0.1,1.633032821e-05,210.0000,2.1000,100.0000,120.0000,0.2000
110.0000,20.0000,1.0000,aEM,1.633142277e-05,210.0000,2.1000,100.0000,120.0000,0.2000
73.5000,7.0000,100.0000,0.1,0.0006838847614,210.0000,3.0000,70.0000,77.0000,0.1000
73.5000,7.0000,100.0000,aEM,0.0095470955076,210.0000,3.0000,70.0000,77.0000,0.1000
73.5000,7.0000,10.0000,0.1,0.006834749981,210.0000,3.0000,70.0000,77.0000,0.1000
73.5000,7.0000,10.0000,aEM,0.095082989975,210.0000,3.0000,70.0000,77.0000,0.1000
73.5000,7.0000,1.0000,0.1,0.06838398527,210.0000,3.0000,70.0000,77.0000,0.1000
73.5000,7.0000,1.0000,aEM,0.9166790979,210.0000,3.0000,70.0000,77.0000,0.1000
77.0000,14.0000,100.0000,0.1,2.1301372333e-05,210.0000,3.0000,70.0000,84.0000,0.2000
77.0000,14.0000,100.0000,aEM,0.000298209443034,210.0000,3.0000,70.0000,84.0000,0.2000
77.0000,14.0000,10.0000,0.1,0.00021300862232,210.0000,3.0000,70.0000,84.0000,0.2000
77.0000,14.0000,10.0000,aEM,0.00298173543457,210.0000,3.0000,70.0000,84.0000,0.2000
77.0000,14.0000,1.0000,0.1,0.0021299672434,210.0000,3.0000,70.0000,84.0000,0.2000
77.0000,14.0000,1.0000,aEM,0.0297850547482,210.0000,3.0000,70.0000,84.0000,0.2000
74.5500,7.1000,100.0000,0.1,0.0006479384007,213.0000,3.0000,71.0000,78.1000,0.1000
74.5500,7.1000,100.0000,aEM,0.0090887907757,213.0000,3.0000,71.0000,78.1000,0.1000
74.5500,7.1000,10.0000,0.1,0.006479256373,213.0000,3.0000,71.0000,78.1000,0.1000
74.5500,7.1000,10.0000,aEM,0.090576582043,213.0000,3.0000,71.0000,78.1000,0.1000
74.5500,7.1000,1.0000,0.1,0.06483380478,213.0000,3.0000,71.0000,78.1000,0.1000
74.5500,7.1000,1.0000,aEM,0.87301664878,213.0000,3.0000,71.0000,78.1000,0.1000
78.1000,14.2000,100.0000,0.1,2.0203061617e-05,213.0000,3.0000,71.0000,85.2000,0.2000
78.1000,14.2000,100.0000,aEM,0.00028429612003,213.0000,3.0000,71.0000,85.2000,0.2000
78.1000,14.2000,10.0000,0.1,0.00020202951615,213.0000,3.0000,71.0000,85.2000,0.2000
78.1000,14.2000,10.0000,aEM,0.00284259120244,213.0000,3.0000,71.0000,85.2000,0.2000
78.1000,14.2000,1.0000,0.1,0.0020204251729,213.0000,3.0000,71.0000,85.2000,0.2000
78.1000,14.2000,1.0000,aEM,0.0283868823838,213.0000,3.0000,71.0000,85.2000,0.2000
75.6000,7.2000,100.0000,0.1,0.0006216579475,216.0000,3.0000,72.0000,79.2000,0.1000
75.6000,7.2000,100.0000,aEM,0.0086975347553,216.0000,3.0000,72.0000,79.2000,0.1000
75.6000,7.2000,10.0000,0.1,0.006225708699,216.0000,3.0000,72.0000,79.2000,0.1000
75.6000,7.2000,10.0000,aEM,0.086807771258,216.0000,3.0000,72.0000,79.2000,0.1000
75.6000,7.2000,1.0000,0.1,0.06226039417,216.0000,3.0000,72.0000,79.2000,0.1000
75.6000,7.2000,1.0000,aEM,0.83855988774,216.0000,3.0000,72.0000,79.2000,0.1000
79.2000,14.4000,100.0000,0.1,1.9377418791e-05,216.0000,3.0000,72.0000,86.4000,0.2000
79.2000,14.4000,100.0000,aEM,0.000272388678893,216.0000,3.0000,72.0000,86.4000,0.2000
79.2000,14.4000,10.0000,0.1,0.0001937721868,216.0000,3.0000,72.0000,86.4000,0.2000
79.2000,14.4000,10.0000,aEM,0.00272362879409,216.0000,3.0000,72.0000,86.4000,0.2000
79.2000,14.4000,1.0000,0.1,0.0019378618894,216.0000,3.0000,72.0000,86.4000,0.2000
79.2000,14.4000,1.0000,aEM,0.0272414982584,216.0000,3.0000,72.0000,86.4000,0.2000
76.6500,7.3000,100.0000,0.1,0.0005910731702,219.0000,3.0000,73.0000,80.3000,0.1000
76.6500,7.3000,100.0000,aEM,0.0083093440719,219.0000,3.0000,73.0000,80.3000,0.1000
76.6500,7.3000,10.0000,0.1,0.005914344906,219.0000,3.0000,73.0000,80.3000,0.1000
76.6500,7.3000,10.0000,aEM,0.082803083986,219.0000,3.0000,73.0000,80.3000,0.1000
76.6500,7.3000,1.0000,0.1,0.05918841248,219.0000,3.0000,73.0000,80.3000,0.1000
76.6500,7.3000,1.0000,aEM,0.79711756739,219.0000,3.0000,73.0000,80.3000,0.1000
80.3000,14.6000,100.0000,0.1,1.8437955916e-05,219.0000,3.0000,73.0000,87.6000,0.2000
80.3000,14.6000,100.0000,aEM,0.000259631656489,219.0000,3.0000,73.0000,87.6000,0.2000
80.3000,14.6000,10.0000,0.1,0.00018437955906,219.0000,3.0000,73.0000,87.6000,0.2000
80.3000,14.6000,10.0000,aEM,0.00259598956633,219.0000,3.0000,73.0000,87.6000,0.2000
80.3000,14.6000,1.0000,0.1,0.001843977605,219.0000,3.0000,73.0000,87.6000,0.2000
80.3000,14.6000,1.0000,aEM,0.0259356859341,219.0000,3.0000,73.0000,87.6000,0.2000
7.3500,0.7000,100.0000,0.1,0.067745692,21.0000,3.0000,7.0000,7.7000,0.1000
7.3500,0.7000,100.0000,aEM,0.712986257,21.0000,3.0000,7.0000,7.7000,0.1000
7.3500,0.7000,10.0000,0.1,0.67744776,21.0000,3.0000,7.0000,7.7000,0.1000
7.3500,0.7000,10.0000,aEM,6.90754769,21.0000,3.0000,7.0000,7.7000,0.1000
7.3500,0.7000,1.0000,0.1,6.7943974,21.0000,3.0000,7.0000,7.7000,0.1000
7.3500,0.7000,1.0000,aEM,54.404453,21.0000,3.0000,7.0000,7.7000,0.1000
7.7000,1.4000,100.0000,0.1,0.0021108521,21.0000,3.0000,7.0000,8.4000,0.2000
7.7000,1.4000,100.0000,aEM,0.0223528469,21.0000,3.0000,7.0000,8.4000,0.2000
7.7000,1.4000,10.0000,0.1,0.021108382,21.0000,3.0000,7.0000,8.4000,0.2000
7.7000,1.4000,10.0000,aEM,0.223305567,21.0000,3.0000,7.0000,8.4000,0.2000
7.7000,1.4000,1.0000,0.1,0.21110645,21.0000,3.0000,7.0000,8.4000,0.2000
7.7000,1.4000,1.0000,aEM,2.21170593,21.0000,3.0000,7.0000,8.4000,0.2000
77.7000,7.4000,100.0000,0.1,0.0005655902425,222.0000,3.0000,74.0000,81.4000,0.1000
77.7000,7.4000,100.0000,aEM,0.0079440560015,222.0000,3.0000,74.0000,81.4000,0.1000
77.7000,7.4000,10.0000,0.1,0.005656051627,222.0000,3.0000,74.0000,81.4000,0.1000
77.7000,7.4000,10.0000,aEM,0.079110822885,222.0000,3.0000,74.0000,81.4000,0.1000
77.7000,7.4000,1.0000,0.1,0.05660475719,222.0000,3.0000,74.0000,81.4000,0.1000
77.7000,7.4000,1.0000,aEM,0.7618007135,222.0000,3.0000,74.0000,81.4000,0.1000
81.4000,14.8000,100.0000,0.1,1.7582493058e-05,222.0000,3.0000,74.0000,88.8000,0.2000
81.4000,14.8000,100.0000,aEM,0.000248273263488,222.0000,3.0000,74.0000,88.8000,0.2000
81.4000,14.8000,10.0000,0.1,0.00017582282946,222.0000,3.0000,74.0000,88.8000,0.2000
81.4000,14.8000,10.0000,aEM,0.00248218363631,222.0000,3.0000,74.0000,88.8000,0.2000
81.4000,14.8000,1.0000,0.1,0.0017581303058,222.0000,3.0000,74.0000,88.8000,0.2000
81.4000,14.8000,1.0000,aEM,0.0247923966063,222.0000,3.0000,74.0000,88.8000,0.2000
78.7500,7.5000,100.0000,0.1,0.00054017134148,225.0000,3.0000,75.0000,82.5000,0.1000
78.7500,7.5000,100.0000,aEM,0.00757813184902,225.0000,3.0000,75.0000,82.5000,0.1000
78.7500,7.5000,10.0000,0.1,0.0054022345943,225.0000,3.0000,75.0000,82.5000,0.1000
78.7500,7.5000,10.0000,aEM,0.075535020893,225.0000,3.0000,75.0000,82.5000,0.1000
78.7500,7.5000,1.0000,0.1,0.054006773704,225.0000,3.0000,75.0000,82.5000,0.1000
78.7500,7.5000,1.0000,aEM,0.728049956468,225.0000,3.0000,75.0000,82.5000,0.1000
82.5000,15.0000,100.0000,0.1,1.6829964765e-05,225.0000,3.0000,75.0000,90.0000,0.2000
82.5000,15.0000,100.0000,aEM,0.000237027644935,225.0000,3.0000,75.0000,90.0000,0.2000
82.5000,15.0000,10.0000,0.1,0.00016829834613,225.0000,3.0000,75.0000,90.0000,0.2000
82.5000,15.0000,10.0000,aEM,0.00237053845159,225.0000,3.0000,75.0000,90.0000,0.2000
82.5000,15.0000,1.0000,0.1,0.0016829344795,225.0000,3.0000,75.0000,90.0000,0.2000
82.5000,15.0000,1.0000,aEM,0.0236733547175,225.0000,3.0000,75.0000,90.0000,0.2000
79.8000,7.6000,100.0000,0.1,0.00051581985949,228.0000,3.0000,76.0000,83.6000,0.1000
79.8000,7.6000,100.0000,aEM,0.00726837842792,228.0000,3.0000,76.0000,83.6000,0.1000
79.8000,7.6000,10.0000,0.1,0.0051563867644,228.0000,3.0000,76.0000,83.6000,0.1000
79.8000,7.6000,10.0000,aEM,0.0724155664146,228.0000,3.0000,76.0000,83.6000,0.1000
79.8000,7.6000,1.0000,0.1,0.051558583278,228.0000,3.0000,76.0000,83.6000,0.1000
79.8000,7.6000,1.0000,aEM,0.699784580789,228.0000,3.0000,76.0000,83.6000,0.1000
83.6000,15.2000,100.0000,0.1,1.610560328e-05,228.0000,3.0000,76.0000,91.2000,0.2000
83.6000,15.2000,100.0000,aEM,0.000227514663622,228.0000,3.0000,76.0000,91.2000,0.2000
83.6000,15.2000,10.0000,0.1,0.00016106033431,228.0000,3.0000,76.0000,91.2000,0.2000
83.6000,15.2000,10.0000,aEM,0.00227504063835,228.0000,3.0000,76.0000,91.2000,0.2000
83.6000,15.2000,1.0000,0.1,0.0016105823494,228.0000,3.0000,76.0000,91.2000,0.2000
83.6000,15.2000,1.0000,aEM,0.0227327265637,228.0000,3.0000,76.0000,91.2000,0.2000
11.5500,1.1000,100.0000,0.1,2.6963496065,23.1000,2.1000,11.0000,12.1000,0.1000
11.5500,1.1000,100.0000,aEM,0.2343413576,23.1000,2.1000,11.0000,12.1000,0.1000
11.5500,1.1000,10.0000,0.1,2.73681504,23.1000,2.1000,11.0000,12.1000,0.1000
11.5500,1.1000,10.0000,aEM,0.757318624,23.1000,2.1000,11.0000,12.1000,0.1000
11.5500,1.1000,1.0000,0.1,8.82430702,23.1000,2.1000,11.0000,12.1000,0.1000
11.5500,1.1000,1.0000,aEM,2.60626687,23.1000,2.1000,11.0000,12.1000,0.1000
12.1000,2.2000,100.0000,0.1,9.7947038e-05,23.1000,2.1000,11.0000,13.2000,0.2000
12.1000,2.2000,100.0000,aEM,9.7945224e-05,23.1000,2.1000,11.0000,13.2000,0.2000
12.1000,2.2000,10.0000,0.1,0.00097945424,23.1000,2.1000,11.0000,13.2000,0.2000
12.1000,2.2000,10.0000,aEM,0.00097950052,23.1000,2.1000,11.0000,13.2000,0.2000
12.1000,2.2000,1.0000,0.1,0.009794864,23.1000,2.1000,11.0000,13.2000,0.2000
12.1000,2.2000,1.0000,aEM,0.009799873,23.1000,2.1000,11.0000,13.2000,0.2000
80.8500,7.7000,100.0000,0.1,0.0004954102012,231.0000,3.0000,77.0000,84.7000,0.1000
80.8500,7.7000,100.0000,aEM,0.00694107228539,231.0000,3.0000,77.0000,84.7000,0.1000
80.8500,7.7000,10.0000,0.1,0.0049543811392,231.0000,3.0000,77.0000,84.7000,0.1000
80.8500,7.7000,10.0000,aEM,0.0691343647261,231.0000,3.0000,77.0000,84.7000,0.1000
80.8500,7.7000,1.0000,0.1,0.04946554523,231.0000,3.0000,77.0000,84.7000,0.1000
80.8500,7.7000,1.0000,aEM,0.668227236666,231.0000,3.0000,77.0000,84.7000,0.1000
84.7000,15.4000,100.0000,0.1,1.540498708e-05,231.0000,3.0000,77.0000,92.4000,0.2000
84.7000,15.4000,100.0000,aEM,0.000216926117332,231.0000,3.0000,77.0000,92.4000,0.2000
84.7000,15.4000,10.0000,0.1,0.00015405197111,231.0000,3.0000,77.0000,92.4000,0.2000
84.7000,15.4000,10.0000,aEM,0.00216901317504,231.0000,3.0000,77.0000,92.4000,0.2000
84.7000,15.4000,1.0000,0.1,0.0015404677252,231.0000,3.0000,77.0000,92.4000,0.2000
84.7000,15.4000,1.0000,aEM,0.0216657219091,231.0000,3.0000,77.0000,92.4000,0.2000
81.9000,7.8000,100.0000,0.1,0.00047402185722,234.0000,3.0000,78.0000,85.8000,0.1000
81.9000,7.8000,100.0000,aEM,0.00666602519628,234.0000,3.0000,78.0000,85.8000,0.1000
81.9000,7.8000,10.0000,0.1,0.0047402656882,234.0000,3.0000,78.0000,85.8000,0.1000
81.9000,7.8000,10.0000,aEM,0.0664884836302,234.0000,3.0000,78.0000,85.8000,0.1000
81.9000,7.8000,1.0000,0.1,0.047418529036,234.0000,3.0000,78.0000,85.8000,0.1000
81.9000,7.8000,1.0000,aEM,0.641928004687,234.0000,3.0000,78.0000,85.8000,0.1000
85.8000,15.6000,100.0000,0.1,1.4814391168e-05,234.0000,3.0000,78.0000,93.6000,0.2000
85.8000,15.6000,100.0000,aEM,0.000208344433328,234.0000,3.0000,78.0000,93.6000,0.2000
85.8000,15.6000,10.0000,0.1,0.00014814392178,234.0000,3.0000,78.0000,93.6000,0.2000
85.8000,15.6000,10.0000,aEM,0.00208330833422,234.0000,3.0000,78.0000,93.6000,0.2000
85.8000,15.6000,1.0000,0.1,0.0014813251241,234.0000,3.0000,78.0000,93.6000,0.2000
85.8000,15.6000,1.0000,aEM,0.0208101734805,234.0000,3.0000,78.0000,93.6000,0.2000
82.9500,7.9000,100.0000,0.1,0.00045413016134,237.0000,3.0000,79.0000,86.9000,0.1000
82.9500,7.9000,100.0000,aEM,0.00638379349318,237.0000,3.0000,79.0000,86.9000,0.1000
82.9500,7.9000,10.0000,0.1,0.0045419857082,237.0000,3.0000,79.0000,86.9000,0.1000
82.9500,7.9000,10.0000,aEM,0.0635424464096,237.0000,3.0000,79.0000,86.9000,0.1000
82.9500,7.9000,1.0000,0.1,0.045434727747,237.0000,3.0000,79.0000,86.9000,0.1000
82.9500,7.9000,1.0000,aEM,0.615248613398,237.0000,3.0000,79.0000,86.9000,0.1000
86.9000,15.8000,100.0000,0.1,1.4174446667e-05,237.0000,3.0000,79.0000,94.8000,0.2000
86.9000,15.8000,100.0000,aEM,0.000199438186797,237.0000,3.0000,79.0000,94.8000,0.2000
86.9000,15.8000,10.0000,0.1,0.00014174735657,237.0000,3.0000,79.0000,94.8000,0.2000
86.9000,15.8000,10.0000,aEM,0.00199421786888,237.0000,3.0000,79.0000,94.8000,0.2000
86.9000,15.8000,1.0000,0.1,0.0014174559697,237.0000,3.0000,79.0000,94.8000,0.2000
86.9000,15.8000,1.0000,aEM,0.019923888819,237.0000,3.0000,79.0000,94.8000,0.2000
84.0000,8.0000,100.0000,0.1,0.00043514235347,240.0000,3.0000,80.0000,88.0000,0.1000
84.0000,8.0000,100.0000,aEM,0.0061271435452,240.0000,3.0000,80.0000,88.0000,0.1000
84.0000,8.0000,10.0000,0.1,0.0043496706395,240.0000,3.0000,80.0000,88.0000,0.1000
84.0000,8.0000,10.0000,aEM,0.0610867567404,240.0000,3.0000,80.0000,88.0000,0.1000
84.0000,8.0000,1.0000,0.1,0.043622715598,240.0000,3.0000,80.0000,88.0000,0.1000
84.0000,8.0000,1.0000,aEM,0.589983097901,240.0000,3.0000,80.0000,88.0000,0.1000
88.0000,16.0000,100.0000,0.1,1.3568239403e-05,240.0000,3.0000,80.0000,96.0000,0.2000
88.0000,16.0000,100.0000,aEM,0.000191372762413,240.0000,3.0000,80.0000,96.0000,0.2000
88.0000,16.0000,10.0000,0.1,0.00013567305263,240.0000,3.0000,80.0000,96.0000,0.2000
88.0000,16.0000,10.0000,aEM,0.00191354162465,240.0000,3.0000,80.0000,96.0000,0.2000
88.0000,16.0000,1.0000,0.1,0.0013567327293,240.0000,3.0000,80.0000,96.0000,0.2000
88.0000,16.0000,1.0000,aEM,0.0191147463614,240.0000,3.0000,80.0000,96.0000,0.2000
85.0500,8.1000,100.0000,0.1,0.00041772993466,243.0000,3.0000,81.0000,89.1000,0.1000
85.0500,8.1000,100.0000,aEM,0.00588250551839,243.0000,3.0000,81.0000,89.1000,0.1000
85.0500,8.1000,10.0000,0.1,0.004178704431,243.0000,3.0000,81.0000,89.1000,0.1000
85.0500,8.1000,10.0000,aEM,0.0586386663251,243.0000,3.0000,81.0000,89.1000,0.1000
85.0500,8.1000,1.0000,0.1,0.04181567256,243.0000,3.0000,81.0000,89.1000,0.1000
85.0500,8.1000,1.0000,aEM,0.568169178439,243.0000,3.0000,81.0000,89.1000,0.1000
89.1000,16.2000,100.0000,0.1,1.3059045346e-05,243.0000,3.0000,81.0000,97.2000,0.2000
89.1000,16.2000,100.0000,aEM,0.000183894138476,243.0000,3.0000,81.0000,97.2000,0.2000
89.1000,16.2000,10.0000,0.1,0.00013058945346,243.0000,3.0000,81.0000,97.2000,0.2000
89.1000,16.2000,10.0000,aEM,0.00183903738638,243.0000,3.0000,81.0000,97.2000,0.2000
89.1000,16.2000,1.0000,0.1,0.0013059566478,243.0000,3.0000,81.0000,97.2000,0.2000
89.1000,16.2000,1.0000,aEM,0.0183698939625,243.0000,3.0000,81.0000,97.2000,0.2000
86.1000,8.2000,100.0000,0.1,0.00040148118787,246.0000,3.0000,82.0000,90.2000,0.1000
86.1000,8.2000,100.0000,aEM,0.00563891554947,246.0000,3.0000,82.0000,90.2000,0.1000
86.1000,8.2000,10.0000,0.1,0.0040144099429,246.0000,3.0000,82.0000,90.2000,0.1000
86.1000,8.2000,10.0000,aEM,0.0561833765188,246.0000,3.0000,82.0000,90.2000,0.1000
86.1000,8.2000,1.0000,0.1,0.040188606915,246.0000,3.0000,82.0000,90.2000,0.1000
86.1000,8.2000,1.0000,aEM,0.544467268696,246.0000,3.0000,82.0000,90.2000,0.1000
90.2000,16.4000,100.0000,0.1,1.2490003622e-05,246.0000,3.0000,82.0000,98.4000,0.2000
90.2000,16.4000,100.0000,aEM,0.00017601017476,246.0000,3.0000,82.0000,98.4000,0.2000
90.2000,16.4000,10.0000,0.1,0.00012490124623,246.0000,3.0000,82.0000,98.4000,0.2000
90.2000,16.4000,10.0000,aEM,0.00176004974804,246.0000,3.0000,82.0000,98.4000,0.2000
90.2000,16.4000,1.0000,0.1,0.0012490537656,246.0000,3.0000,82.0000,98.4000,0.2000
90.2000,16.4000,1.0000,aEM,0.0175785275649,246.0000,3.0000,82.0000,98.4000,0.2000
87.1500,8.3000,100.0000,0.1,0.00038415973526,249.0000,3.0000,83.0000,91.3000,0.1000
87.1500,8.3000,100.0000,aEM,0.00539308500184,249.0000,3.0000,83.0000,91.3000,0.1000
87.1500,8.3000,10.0000,0.1,0.0038436794257,249.0000,3.0000,83.0000,91.3000,0.1000
87.1500,8.3000,10.0000,aEM,0.0537712009145,249.0000,3.0000,83.0000,91.3000,0.1000
87.1500,8.3000,1.0000,0.1,0.038435250798,249.0000,3.0000,83.0000,91.3000,0.1000
87.1500,8.3000,1.0000,aEM,0.521427400678,249.0000,3.0000,83.0000,91.3000,0.1000
91.3000,16.6000,100.0000,0.1,1.2015277675e-05,249.0000,3.0000,83.0000,99.6000,0.2000
91.3000,16.6000,100.0000,aEM,0.000168631461728,249.0000,3.0000,83.0000,99.6000,0.2000
91.3000,16.6000,10.0000,0.1,0.0001201562473,249.0000,3.0000,83.0000,99.6000,0.2000
91.3000,16.6000,10.0000,aEM,0.00168613761894,249.0000,3.0000,83.0000,99.6000,0.2000
91.3000,16.6000,1.0000,0.1,0.0012015832741,249.0000,3.0000,83.0000,99.6000,0.2000
91.3000,16.6000,1.0000,aEM,0.0168441962683,249.0000,3.0000,83.0000,99.6000,0.2000
8.4000,0.8000,100.0000,0.1,0.059123887,24.0000,3.0000,8.0000,8.8000,0.1000
8.4000,0.8000,100.0000,aEM,0.620995765,24.0000,3.0000,8.0000,8.8000,0.1000
8.4000,0.8000,10.0000,0.1,0.59143988,24.0000,3.0000,8.0000,8.8000,0.1000
8.4000,0.8000,10.0000,aEM,6.04210969,24.0000,3.0000,8.0000,8.8000,0.1000
8.4000,0.8000,1.0000,0.1,5.93745,24.0000,3.0000,8.0000,8.8000,0.1000
8.4000,0.8000,1.0000,aEM,48.61361,24.0000,3.0000,8.0000,8.8000,0.1000
8.8000,1.6000,100.0000,0.1,0.0018512032,24.0000,3.0000,8.0000,9.6000,0.2000
8.8000,1.6000,100.0000,aEM,0.0194571118,24.0000,3.0000,8.0000,9.6000,0.2000
8.8000,1.6000,10.0000,0.1,0.018512154,24.0000,3.0000,8.0000,9.6000,0.2000
8.8000,1.6000,10.0000,aEM,0.194390711,24.0000,3.0000,8.0000,9.6000,0.2000
8.8000,1.6000,1.0000,0.1,0.18514004,24.0000,3.0000,8.0000,9.6000,0.2000
8.8000,1.6000,1.0000,aEM,1.92913262,24.0000,3.0000,8.0000,9.6000,0.2000
12.6000,1.2000,100.0000,0.1,2.6841206486,25.2000,2.1000,12.0000,13.2000,0.1000
12.6000,1.2000,100.0000,aEM,0.2234535125,25.2000,2.1000,12.0000,13.2000,0.1000
12.6000,1.2000,10.0000,0.1,2.70484325,25.2000,2.1000,12.0000,13.2000,0.1000
12.6000,1.2000,10.0000,aEM,0.723555686,25.2000,2.1000,12.0000,13.2000,0.1000
12.6000,1.2000,1.0000,0.1,8.42509312,25.2000,2.1000,12.0000,13.2000,0.1000
12.6000,1.2000,1.0000,aEM,2.47875877,25.2000,2.1000,12.0000,13.2000,0.1000
13.2000,2.4000,100.0000,0.1,9.0687671e-05,25.2000,2.1000,12.0000,14.4000,0.2000
13.2000,2.4000,100.0000,aEM,9.0689494e-05,25.2000,2.1000,12.0000,14.4000,0.2000
13.2000,2.4000,10.0000,0.1,0.00090690816,25.2000,2.1000,12.0000,14.4000,0.2000
13.2000,2.4000,10.0000,aEM,0.00090694372,25.2000,2.1000,12.0000,14.4000,0.2000
13.2000,2.4000,1.0000,0.1,0.0090692659,25.2000,2.1000,12.0000,14.4000,0.2000
13.2000,2.4000,1.0000,aEM,0.0090735364,25.2000,2.1000,12.0000,14.4000,0.2000
88.2000,8.4000,100.0000,0.1,0.00036945267735,252.0000,3.0000,84.0000,92.4000,0.1000
88.2000,8.4000,100.0000,aEM,0.00517878921309,252.0000,3.0000,84.0000,92.4000,0.1000
88.2000,8.4000,10.0000,0.1,0.0036947908224,252.0000,3.0000,84.0000,92.4000,0.1000
88.2000,8.4000,10.0000,aEM,0.0516161029563,252.0000,3.0000,84.0000,92.4000,0.1000
88.2000,8.4000,1.0000,0.1,0.036942794111,252.0000,3.0000,84.0000,92.4000,0.1000
88.2000,8.4000,1.0000,aEM,0.500171811843,252.0000,3.0000,84.0000,92.4000,0.1000
92.4000,16.8000,100.0000,0.1,1.15225666093e-05,252.0000,3.0000,84.0000,100.8000,0.2000
92.4000,16.8000,100.0000,aEM,0.000161766064664,252.0000,3.0000,84.0000,100.8000,0.2000
92.4000,16.8000,10.0000,0.1,0.000115228806425,252.0000,3.0000,84.0000,100.8000,0.2000
92.4000,16.8000,10.0000,aEM,0.00161794864808,252.0000,3.0000,84.0000,100.8000,0.2000
92.4000,16.8000,1.0000,0.1,0.00115229936648,252.0000,3.0000,84.0000,100.8000,0.2000
92.4000,16.8000,1.0000,aEM,0.0161620765463,252.0000,3.0000,84.0000,100.8000,0.2000
89.2500,8.5000,100.0000,0.1,0.00035470361196,255.0000,3.0000,85.0000,93.5000,0.1000
89.2500,8.5000,100.0000,aEM,0.00499210890948,255.0000,3.0000,85.0000,93.5000,0.1000
89.2500,8.5000,10.0000,0.1,0.0035477151584,255.0000,3.0000,85.0000,93.5000,0.1000
89.2500,8.5000,10.0000,aEM,0.0497497598127,255.0000,3.0000,85.0000,93.5000,0.1000
89.2500,8.5000,1.0000,0.1,0.03545681684,255.0000,3.0000,85.0000,93.5000,0.1000
89.2500,8.5000,1.0000,aEM,0.482474970266,255.0000,3.0000,85.0000,93.5000,0.1000
93.5000,17.0000,100.0000,0.1,1.10564864205e-05,255.0000,3.0000,85.0000,102.0000,0.2000
93.5000,17.0000,100.0000,aEM,0.000155804519419,255.0000,3.0000,85.0000,102.0000,0.2000
93.5000,17.0000,10.0000,0.1,0.00011055863387,255.0000,3.0000,85.0000,102.0000,0.2000
93.5000,17.0000,10.0000,aEM,0.00155792519442,255.0000,3.0000,85.0000,102.0000,0.2000
93.5000,17.0000,1.0000,0.1,0.00110574664104,255.0000,3.0000,85.0000,102.0000,0.2000
93.5000,17.0000,1.0000,aEM,0.0155621020064,255.0000,3.0000,85.0000,102.0000,0.2000
90.3000,8.6000,100.0000,0.1,0.00034217743051,258.0000,3.0000,86.0000,94.6000,0.1000
90.3000,8.6000,100.0000,aEM,0.00478500926282,258.0000,3.0000,86.0000,94.6000,0.1000
90.3000,8.6000,10.0000,0.1,0.0034216703528,258.0000,3.0000,86.0000,94.6000,0.1000
90.3000,8.6000,10.0000,aEM,0.047705473274,258.0000,3.0000,86.0000,94.6000,0.1000
90.3000,8.6000,1.0000,0.1,0.034263268296,258.0000,3.0000,86.0000,94.6000,0.1000
90.3000,8.6000,1.0000,aEM,0.462328497524,258.0000,3.0000,86.0000,94.6000,0.1000
94.6000,17.2000,100.0000,0.1,1.06886919148e-05,258.0000,3.0000,86.0000,103.2000,0.2000
94.6000,17.2000,100.0000,aEM,0.000149441434956,258.0000,3.0000,86.0000,103.2000,0.2000
94.6000,17.2000,10.0000,0.1,0.000106886919148,258.0000,3.0000,86.0000,103.2000,0.2000
